Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureCategory,PerformanceBoost,StabilityScore,EngagementScore
33,0,1,2,10,3,2,2,1,2,2,7,4,2,4682,3.0,0,14,3,3,0,9.0,4.5,2,7,7.0,0.0,1.0,0,42,1.1428571428571428,2.75
47,0,2,1,5,5,1,4,1,3,5,5,3,1,16581,4.0,0,11,3,2,1,21.0,2.0,3,3,2.0,1.0,1.0,1,33,1.0,3.0
43,0,1,1,10,4,1,3,0,2,2,2,3,0,5257,1.0,0,11,3,2,1,9.0,3.0,4,9,7.0,0.0,0.0,0,33,0.7777777777777778,3.0
27,0,0,2,1,1,2,3,1,3,2,7,2,1,6349,0.0,1,13,3,4,1,6.0,0.5,3,5,4.0,1.0,4.0,1,39,1.6,3.0
54,0,1,1,20,4,1,4,0,3,2,6,3,2,4869,3.0,0,12,3,4,0,20.0,4.0,2,4,3.0,0.0,3.0,1,36,1.5,3.25
43,0,2,1,7,3,1,3,0,3,3,0,1,1,9985,8.0,0,16,3,1,1,10.0,1.0,2,1,0.0,0.0,0.0,2,48,0.0,1.75
45,0,2,1,8,4,4,4,1,3,2,6,4,1,3697,8.5,0,14,3,1,2,12.0,3.0,3,10,9.0,7.5,8.0,0,42,1.7,3.0
40,0,2,2,1,2,3,2,1,1,2,7,4,1,7457,2.0,1,22,4,3,3,6.0,2.0,2,4,3.0,0.0,2.0,1,88,1.25,2.75
29,1,2,1,8,4,4,2,1,1,1,2,1,1,2119,1.0,1,11,3,4,0,7.0,4.0,2,7,7.0,0.0,7.0,0,33,2.0,2.25
29,0,2,1,9,5,4,2,1,2,1,2,4,2,3983,0.0,0,17,3,3,0,4.0,2.0,3,3,2.0,2.0,2.0,1,51,1.3333333333333333,3.0
30,0,2,2,5,3,2,4,0,2,2,7,3,0,6118,1.0,0,13,3,3,3,10.0,2.0,3,10,9.0,1.0,2.0,0,39,1.1,3.25
27,0,2,2,8,4,2,2,0,3,2,7,2,1,6214,1.0,0,18,3,1,1,8.0,3.0,3,8,7.0,0.0,7.0,0,54,1.75,2.0
37,0,2,1,5,2,3,4,1,3,2,4,4,0,6347,7.0,0,16,3,3,2,8.0,2.0,2,6,2.0,0.0,4.0,0,48,1.0,3.25
38,0,2,1,15,2,1,3,1,2,3,5,4,0,11510,0.0,1,14,3,2,1,12.0,3.0,3,11,10.0,2.0,9.0,3,42,1.7272727272727273,3.0
31,0,2,1,7,4,3,3,0,3,3,4,4,2,7143,1.0,1,14,3,3,0,11.0,2.0,2,11,9.0,4.0,10.0,3,42,1.7272727272727273,3.0
29,0,2,2,10,1,2,4,0,2,2,7,2,0,8268,1.0,1,14,3,1,2,7.0,2.0,3,7,7.0,1.0,7.0,0,42,2.0,2.5
35,0,2,1,5,4,5,3,1,3,3,4,2,2,8095,0.0,0,13,3,4,0,17.0,4.5,3,16,6.0,0.0,13.0,3,39,1.1875,3.0
23,0,2,1,26,1,1,3,1,3,1,6,4,0,2904,1.0,0,12,3,3,2,4.0,2.0,2,4,2.0,0.0,2.0,1,36,1.0,3.0
41,0,2,1,6,3,3,4,1,2,2,4,2,2,6032,6.0,1,15,3,4,0,8.0,3.0,3,5,4.0,1.0,2.0,1,45,1.2,3.25
47,0,1,2,4,1,3,2,1,3,2,8,3,2,2976,3.0,0,19,3,1,0,5.0,3.0,3,0,0.0,0.0,0.0,2,57,1.25,2.25
42,0,2,1,23,5,1,1,0,3,4,5,4,2,15992,2.0,0,14,3,2,0,16.0,2.0,3,1,0.0,0.0,0.0,2,42,0.0,2.5
29,0,0,2,2,3,1,4,1,3,2,7,3,1,4649,1.0,0,14,3,1,1,4.0,3.0,2,4,3.0,0.0,2.0,1,42,1.25,2.5
42,0,2,0,2,1,5,3,1,3,1,1,3,0,2696,0.0,1,11,3,3,1,4.0,4.5,3,3,2.0,1.0,0.0,1,33,0.6666666666666666,3.0
32,0,2,1,2,3,3,3,0,3,1,2,2,1,2370,1.0,0,13,3,3,1,8.0,4.0,3,8,0.0,0.0,7.0,0,39,0.875,2.75
48,0,2,2,29,1,3,1,0,3,3,3,3,1,12504,3.0,0,21,4,2,1,15.0,3.0,1,0,0.0,0.0,0.0,2,84,1.25,1.75
37,0,2,1,6,3,3,3,1,4,2,6,1,0,5974,4.0,1,13,3,1,2,13.0,2.0,3,7,7.0,6.0,7.0,0,39,2.0,2.0
30,0,0,2,25,2,5,4,0,3,2,7,3,1,4736,7.0,1,12,3,2,1,4.0,2.0,4,2,2.0,2.0,2.0,2,36,2.0,3.25
26,0,2,2,1,3,1,3,1,3,2,7,3,1,5296,1.0,0,17,3,2,1,8.0,3.0,3,8,7.0,7.0,7.0,0,51,1.75,2.75
42,0,2,1,2,4,4,1,1,2,2,0,4,2,6781,3.0,0,23,4,2,0,14.0,4.5,3,1,0.0,0.0,0.0,2,92,0.0,2.5
21,1,1,2,1,1,5,1,0,2,1,8,2,2,2174,1.0,1,11,3,3,0,3.0,3.0,3,3,2.0,1.0,2.0,1,33,1.3333333333333333,2.25
36,0,0,2,1,5,3,4,0,3,2,7,4,2,6653,4.0,0,15,3,2,0,7.0,4.5,3,1,0.0,0.0,0.0,2,45,0.0,3.25
36,0,1,2,3,4,3,1,1,2,3,7,4,1,9699,4.0,0,11,3,1,1,16.0,2.0,3,13,9.0,1.0,12.0,3,33,1.6153846153846154,2.25
57,0,2,1,1,4,3,4,1,3,2,0,3,1,6755,2.0,0,11,3,3,0,15.0,2.0,3,3,2.0,1.0,2.0,1,33,1.3333333333333333,3.25
40,0,2,1,10,4,1,4,0,4,1,2,3,1,2213,3.0,1,13,3,3,1,10.0,3.0,3,7,7.0,1.0,7.0,0,39,2.0,3.25
21,0,0,2,9,2,3,1,1,3,1,8,4,2,2610,1.0,0,24,4,3,0,3.0,3.0,2,3,2.0,2.0,2.0,1,96,1.3333333333333333,2.5
33,1,2,2,5,3,2,4,0,3,1,8,3,2,2851,1.0,1,13,3,2,0,1.0,2.0,3,1,0.0,0.0,0.0,2,39,0.0,3.0
37,0,2,1,10,3,3,3,0,3,1,2,1,1,3452,6.0,0,20,4,2,1,17.0,3.0,3,5,4.0,0.0,3.0,1,80,1.4,2.25
46,0,0,1,7,4,3,3,0,3,2,4,3,1,5258,2.0,0,14,3,3,0,7.0,2.0,4,1,0.0,0.0,0.0,2,42,0.0,3.25
41,1,1,2,4,3,2,1,1,3,2,7,2,2,9355,1.0,0,18,3,3,0,8.0,4.5,3,8,7.0,7.0,7.0,0,54,1.75,2.25
50,0,2,1,10,3,5,4,1,2,3,0,4,2,10496,6.0,0,15,3,4,0,20.0,2.0,3,4,3.0,1.0,3.0,1,45,1.5,3.75
40,1,2,2,22,2,2,3,1,2,2,7,3,1,6380,2.0,1,12,3,1,2,8.0,4.5,3,6,4.0,1.0,0.0,0,36,0.6666666666666666,2.5
31,0,2,1,9,4,1,3,1,2,1,6,2,2,2657,0.0,1,16,3,4,0,3.0,4.5,3,2,2.0,2.0,2.0,2,48,2.0,3.0
21,1,2,2,12,3,1,3,0,4,1,8,2,2,2716,1.0,0,15,3,4,0,1.0,0.5,3,1,0.0,0.0,0.0,2,45,0.0,3.0
29,0,2,1,23,3,1,4,1,3,1,6,4,2,2201,8.5,0,16,3,4,0,6.0,4.0,3,3,2.0,1.0,2.0,1,48,1.3333333333333333,3.75
35,0,2,1,9,4,1,3,1,2,2,0,2,2,6540,8.5,0,19,3,3,0,10.0,4.5,3,1,1.0,0.0,0.0,2,57,1.0,2.75
27,0,2,1,1,2,3,4,1,3,1,2,2,0,3816,1.0,0,11,3,2,1,5.0,2.0,3,5,2.0,0.0,4.0,1,33,1.2,2.75
28,0,2,2,9,4,1,2,1,3,2,7,4,2,5253,1.0,0,16,3,4,0,7.0,1.0,3,7,5.0,0.0,7.0,0,48,1.7142857142857142,3.25
49,0,2,1,7,3,4,2,1,2,3,0,3,2,10965,8.0,0,24,4,3,0,26.0,2.0,3,5,2.0,0.0,0.0,1,96,0.4,2.75
51,0,2,2,14,2,1,3,0,3,2,7,4,1,4936,4.0,0,11,3,3,1,18.0,2.0,2,7,7.0,0.0,7.0,0,33,2.0,3.0
36,0,2,1,2,3,1,4,0,3,1,6,3,1,2543,4.0,0,13,3,2,1,6.0,3.0,3,2,2.0,2.0,2.0,2,39,2.0,3.0
34,1,0,2,19,3,2,1,1,4,2,7,4,2,5304,8.0,1,13,3,2,0,9.0,3.0,2,5,2.0,0.0,4.0,1,39,1.2,2.25
55,0,2,1,2,3,1,3,0,3,4,3,4,2,16581,2.0,1,13,3,3,0,28.5,2.0,3,5,4.0,1.0,2.0,1,39,1.2,3.25
24,0,2,2,10,4,2,4,0,3,2,7,3,0,4260,1.0,1,12,3,4,1,5.0,2.0,4,5,2.0,0.0,3.0,1,36,1.0,3.75
30,0,2,2,2,1,5,3,1,3,1,8,2,1,2476,1.0,0,18,3,1,1,1.0,3.0,3,1,0.0,0.0,0.0,2,54,0.0,2.25
26,1,1,1,3,1,5,3,1,3,1,6,1,2,3102,0.0,0,22,4,3,0,7.0,2.0,3,6,4.0,0.0,4.0,0,88,1.3333333333333333,2.5
22,0,2,1,11,3,3,1,0,3,1,6,2,1,2244,1.0,0,13,3,4,1,2.0,1.0,3,2,1.0,1.0,2.0,2,39,1.5,2.5
36,0,2,2,2,2,3,2,1,2,3,7,3,1,7596,1.0,0,13,3,2,2,10.0,2.0,3,10,9.0,7.5,0.0,0,39,0.9,2.5
30,1,1,1,4,3,5,3,1,3,1,6,4,2,2285,8.5,1,23,4,3,0,3.0,4.0,3,1,0.0,0.0,0.0,2,92,0.0,3.25
37,0,2,1,14,3,1,4,0,3,1,2,1,0,3034,1.0,0,12,3,3,1,18.0,2.0,2,18,7.0,7.5,14.5,3,36,1.1944444444444444,2.5
40,0,2,2,2,2,2,4,0,3,2,7,2,0,5715,7.0,0,12,3,3,2,8.0,4.5,3,5,4.0,1.0,3.0,1,36,1.4,3.0
42,0,2,1,1,4,1,2,0,3,1,2,1,0,2576,3.0,0,16,3,2,1,8.0,4.5,3,5,2.0,1.0,2.0,1,48,0.8,2.0
37,0,2,1,10,4,1,3,1,3,2,4,2,2,4197,2.0,1,12,3,4,0,18.0,2.0,2,1,0.0,0.0,1.0,2,36,1.0,2.75
43,0,2,1,12,3,1,1,1,2,4,5,2,0,14336,1.0,0,11,3,3,1,25.0,3.0,3,18,10.0,3.0,9.0,3,33,1.0555555555555556,2.25
40,0,2,1,2,3,3,2,0,2,2,2,3,1,3448,6.0,0,22,4,2,1,20.0,3.0,3,1,0.0,0.0,0.0,2,88,0.0,2.5
54,0,2,1,5,2,3,1,1,3,5,5,1,1,16581,4.0,0,11,3,3,1,24.0,4.0,2,4,2.0,1.0,2.0,1,33,1.0,1.75
34,0,0,2,4,4,2,3,0,3,2,7,3,1,6538,8.5,0,15,3,1,1,6.0,3.0,3,3,2.0,1.0,2.0,1,45,1.3333333333333333,2.5
31,0,2,1,7,2,3,2,0,3,2,4,1,1,4306,1.0,0,12,3,2,1,13.0,4.5,1,13,10.0,3.0,12.0,3,36,1.6923076923076923,1.5
43,0,1,1,21,3,3,4,1,3,1,2,4,1,2258,7.0,0,20,4,1,1,8.0,1.0,3,3,2.0,1.0,2.0,1,80,1.3333333333333333,3.0
43,0,2,1,8,4,4,3,0,3,2,0,3,0,4522,4.0,1,14,3,4,0,8.0,3.0,3,5,2.0,0.0,2.0,1,42,0.8,3.25
25,0,2,2,4,2,1,2,0,2,2,7,4,2,4487,1.0,1,11,3,2,0,5.0,3.0,3,5,4.0,1.0,3.0,1,33,1.4,2.75
37,0,0,1,25,5,3,2,0,3,2,6,3,1,4449,3.0,1,15,3,1,2,15.0,2.0,3,13,11.0,7.5,7.0,3,45,1.3846153846153846,2.25
31,0,2,1,1,2,1,4,1,2,1,2,1,1,2218,1.0,0,12,3,3,1,4.0,3.0,3,4,2.0,3.0,2.0,1,36,1.0,2.75
39,0,1,1,1,1,1,2,1,3,5,3,3,0,16581,1.0,1,14,3,3,1,21.0,3.0,3,18,8.0,1.0,6.0,3,42,0.7777777777777778,2.75
56,0,1,2,6,3,1,3,0,4,4,7,1,1,13212,8.5,0,11,3,4,3,28.5,0.5,2,7,7.0,7.0,7.0,0,33,2.0,2.5
30,0,2,2,12,3,5,2,0,3,2,7,3,2,6577,0.0,0,11,3,2,0,6.0,4.5,3,5,4.0,4.0,4.0,1,33,1.6,2.5
41,0,2,2,1,3,2,2,1,4,3,7,1,1,8392,1.0,0,16,3,3,1,10.0,2.0,3,10,7.0,0.0,7.0,0,48,1.4,2.25
28,0,2,1,17,2,3,3,1,3,2,2,1,0,4558,1.0,0,12,3,4,1,10.0,2.0,3,10,0.0,1.0,8.0,0,36,0.8,2.75
25,1,2,1,3,3,3,1,1,3,1,2,1,1,4031,5.0,0,13,3,3,1,6.0,4.5,3,2,2.0,0.0,2.0,2,39,2.0,2.0
52,0,2,1,3,3,3,4,1,2,3,4,3,1,7969,2.0,1,14,3,3,0,28.0,4.0,3,5,4.0,0.0,4.0,1,42,1.6,3.25
45,0,2,1,10,2,1,1,1,3,1,6,4,1,2654,3.0,0,21,4,4,2,8.0,3.0,2,2,2.0,0.0,2.0,2,84,2.0,2.75
52,0,2,1,4,2,1,4,0,3,4,3,4,1,16555,2.0,0,13,3,4,0,28.5,2.0,1,5,2.0,1.0,4.0,1,39,1.2,3.25
42,0,1,1,29,2,1,1,0,3,2,6,3,0,4556,2.0,0,11,3,2,1,19.0,3.0,3,5,4.0,0.0,2.0,1,33,1.2,2.25
30,0,2,1,2,3,1,3,0,1,2,4,4,2,6091,2.0,0,20,4,3,0,11.0,2.0,3,5,4.0,0.0,2.0,1,80,1.2,3.25
60,0,2,1,7,3,1,1,0,3,5,3,1,1,16581,5.0,0,11,3,4,0,28.5,4.5,1,18,8.0,7.5,10.0,3,33,1.0,1.75
46,0,2,1,18,3,3,3,0,3,2,4,3,0,4810,2.0,0,14,3,3,1,19.0,4.5,2,10,7.0,0.0,8.0,0,42,1.5,2.75
42,0,1,1,28,4,5,4,0,2,2,0,4,1,4523,0.0,0,11,3,4,3,7.0,4.0,4,6,5.0,0.0,4.0,0,33,1.5,4.0
24,1,2,2,1,1,5,1,0,3,1,8,2,2,3202,1.0,1,16,3,2,0,6.0,4.0,3,5,3.0,1.0,4.0,1,48,1.4,2.0
34,1,1,2,6,2,2,4,0,1,1,8,3,0,2351,0.0,0,16,3,4,1,3.0,3.0,2,2,2.0,1.0,0.0,2,48,1.0,3.25
38,0,1,1,2,2,1,4,1,3,1,2,4,1,1702,1.0,1,23,4,3,1,1.0,3.0,3,1,0.0,0.0,0.0,2,92,0.0,3.5
40,0,2,2,2,4,1,3,0,3,5,3,3,1,16581,0.0,0,14,3,4,0,21.0,2.0,3,18,14.5,1.0,12.0,3,42,1.4722222222222223,3.25
26,0,2,1,23,3,1,1,0,3,1,6,4,0,2886,1.0,0,22,4,2,2,3.0,3.0,1,3,2.0,0.0,2.0,1,88,1.3333333333333333,2.0
30,0,0,1,3,3,1,3,1,3,1,2,4,1,2097,4.0,0,15,3,3,1,9.0,3.0,1,5,3.0,1.0,4.0,1,45,1.4,2.75
29,0,2,1,3,4,3,2,1,2,3,5,3,1,11935,1.0,0,18,3,3,0,10.0,2.0,3,10,2.0,0.0,7.0,0,54,0.9,2.75
29,1,2,1,25,5,5,3,0,2,1,6,2,1,2546,5.0,0,16,3,2,0,6.0,2.0,4,2,2.0,1.0,1.0,2,48,1.5,2.75
19,1,2,0,2,2,5,1,1,2,1,1,4,2,2564,1.0,0,12,3,3,0,1.0,3.0,4,1,0.0,0.0,0.0,2,36,0.0,3.0
30,0,0,2,22,4,4,3,0,3,3,7,1,1,8412,0.0,0,11,3,3,0,10.0,3.0,3,9,8.0,7.0,8.0,0,33,1.7777777777777777,2.5
57,0,2,2,29,3,2,1,1,2,4,3,4,0,14118,3.0,0,12,3,3,1,28.5,3.0,2,1,0.0,0.0,0.0,2,36,0.0,2.5
50,0,2,1,29,4,1,2,1,2,4,3,3,1,16581,0.0,0,15,3,2,1,28.0,2.0,3,18,10.0,7.5,7.0,3,45,0.9444444444444444,2.5
30,0,0,1,2,3,3,3,0,3,1,2,4,2,2564,0.0,0,14,3,3,0,12.0,2.0,2,11,7.0,6.0,7.0,3,42,1.2727272727272727,3.0
60,0,1,2,28,3,2,3,0,2,3,7,1,1,10266,4.0,0,19,3,4,0,22.0,4.5,4,18,13.0,7.5,11.0,3,57,1.3333333333333333,3.0
47,0,2,1,2,2,3,1,0,3,2,4,4,0,5070,5.0,0,13,3,3,3,20.0,2.0,3,5,0.0,0.0,4.0,1,39,0.8,2.75
46,0,2,1,2,3,1,1,1,3,4,5,3,1,16581,6.0,0,13,3,3,0,26.0,2.0,1,3,2.0,0.0,1.0,1,39,1.0,2.0
35,0,2,1,22,3,1,4,1,1,1,2,3,2,4230,0.0,0,15,3,3,0,6.0,2.0,3,5,4.0,4.0,3.0,1,45,1.4,3.25
54,0,2,1,8,4,1,3,0,3,2,2,3,2,3780,7.0,0,11,3,3,0,19.0,3.0,3,1,0.0,0.0,0.0,2,33,0.0,3.0
34,0,2,1,2,4,1,4,1,2,1,6,3,0,2768,3.0,0,12,3,3,1,14.0,3.0,3,7,3.0,5.0,7.0,0,36,1.4285714285714286,3.25
46,0,2,2,10,3,2,3,0,2,3,7,4,1,9071,2.0,1,19,3,3,1,15.0,3.0,3,3,2.0,1.0,2.0,1,57,1.3333333333333333,3.25
31,0,2,1,9,1,1,3,1,3,3,4,2,0,10648,1.0,0,25,4,4,1,13.0,4.5,4,13,8.0,0.0,8.0,3,100,1.2307692307692308,3.25
33,1,2,1,15,1,3,2,1,3,3,3,3,1,13610,7.0,1,12,3,4,0,15.0,2.0,4,7,6.0,7.0,7.0,0,36,1.8571428571428572,3.25
33,1,2,1,10,1,3,1,1,1,1,2,4,0,3408,7.0,0,13,3,1,3,8.0,2.0,3,4,3.0,1.0,3.0,1,39,1.5,2.25
30,0,2,2,7,1,2,4,1,3,1,8,2,2,2983,0.0,0,14,3,1,0,4.0,3.0,3,3,2.0,1.0,2.0,1,42,1.3333333333333333,2.5
35,0,2,1,16,3,1,4,1,3,3,0,3,1,7632,4.0,1,12,3,3,0,10.0,2.0,3,8,7.0,0.0,0.0,0,36,0.875,3.25
31,1,1,1,20,3,1,1,1,3,3,0,3,1,9824,3.0,0,12,3,1,0,12.0,2.0,3,1,0.0,0.0,0.0,2,36,0.0,2.0
34,1,1,0,23,3,0,2,0,3,3,1,1,0,9950,8.5,1,15,3,3,3,11.0,2.0,3,3,2.0,0.0,2.0,1,45,1.3333333333333333,2.25
42,0,1,1,5,2,4,2,1,3,1,2,3,1,2093,4.0,0,17,3,4,1,8.0,4.0,3,2,2.0,2.0,0.0,2,51,1.0,3.0
36,0,0,2,10,4,3,2,1,3,3,7,4,2,9980,1.0,0,14,3,4,0,10.0,3.0,2,10,3.0,7.5,7.0,0,42,1.0,3.0
22,1,1,1,4,1,5,3,1,2,1,2,3,2,3894,5.0,0,16,3,3,0,4.0,3.0,3,2,2.0,1.0,2.0,2,48,2.0,3.0
48,0,2,2,2,5,2,2,0,3,2,7,4,1,4051,2.0,0,14,3,1,1,14.0,2.0,3,9,7.0,6.0,7.0,0,42,1.5555555555555556,2.5
55,0,2,2,18,5,1,1,0,3,4,3,2,2,16581,3.0,0,23,4,4,0,28.5,2.0,3,10,9.0,7.0,7.0,0,92,1.6,2.5
41,0,0,2,10,2,1,4,1,3,2,7,4,2,6230,7.0,0,14,3,4,0,16.0,3.0,3,14,3.0,1.0,10.0,3,42,0.9285714285714286,3.75
35,0,2,2,1,3,2,2,1,3,2,7,3,1,4717,8.5,0,11,3,3,0,15.0,2.0,3,11,9.0,6.0,9.0,3,33,1.6363636363636365,2.75
40,0,2,1,6,3,1,2,0,3,4,4,3,2,13237,7.0,0,15,3,3,0,22.0,3.0,3,18,6.0,5.0,13.0,3,45,1.0555555555555556,2.75
39,0,1,1,8,1,1,3,0,3,1,2,3,1,3755,1.0,0,11,3,1,1,8.0,3.0,3,8,3.0,0.0,7.0,0,33,1.25,2.5
31,0,2,2,2,1,1,2,1,3,2,7,4,2,6582,4.0,1,13,3,3,0,10.0,2.0,4,6,5.0,0.0,5.0,0,39,1.6666666666666667,3.25
42,0,2,1,24,3,3,4,1,3,3,4,1,1,7406,1.0,1,21,4,4,1,10.0,4.5,2,10,9.0,5.0,8.0,0,84,1.7,2.75
45,0,2,2,2,3,4,4,1,3,2,7,2,1,4805,0.0,0,19,3,2,1,9.0,3.0,4,8,7.0,3.0,7.0,0,57,1.75,3.0
26,1,1,0,17,4,1,2,0,3,1,1,3,0,2741,0.0,1,11,3,2,1,8.0,2.0,2,7,7.0,1.0,0.0,0,33,1.0,2.25
29,0,2,1,19,3,5,4,1,3,2,4,4,0,4262,4.0,0,12,3,2,2,8.0,2.0,4,3,2.0,1.0,2.0,1,36,1.3333333333333333,3.5
33,0,2,1,1,5,3,1,0,4,4,5,3,0,16184,4.0,0,19,3,3,1,10.0,2.0,3,6,1.0,0.0,5.0,0,57,1.0,2.5
31,0,2,2,7,3,1,3,1,2,3,3,4,0,11557,8.5,0,21,4,3,1,10.0,3.0,2,5,4.0,0.0,1.0,1,84,1.0,3.0
18,1,1,2,5,3,2,2,1,3,1,8,2,2,1878,1.0,1,14,3,4,0,0.0,3.0,3,0,0.0,0.0,0.0,2,42,1.25,2.75
40,0,0,2,28,3,4,3,1,1,3,7,1,0,10932,3.0,0,15,3,3,1,20.0,2.0,3,1,0.0,0.0,1.0,2,45,1.0,2.5
41,0,0,1,2,4,4,1,0,2,2,0,3,2,6811,2.0,1,17,3,1,0,10.0,3.0,3,8,7.0,0.0,7.0,0,51,1.75,2.0
26,0,2,2,29,2,3,1,1,3,2,7,3,0,4306,5.0,0,12,3,1,2,8.0,4.5,3,0,0.0,0.0,0.0,2,36,1.25,2.0
35,0,2,2,1,3,3,1,0,3,2,7,3,2,4859,1.0,0,16,3,4,0,5.0,3.0,3,5,4.0,0.0,3.0,1,48,1.4,2.75
34,0,2,2,21,4,1,4,1,4,2,7,4,2,5337,1.0,0,12,3,4,0,10.0,3.0,3,10,7.0,5.0,7.0,0,36,1.4,3.75
26,1,2,1,24,3,5,3,1,1,1,2,4,2,2340,1.0,1,18,3,2,0,1.0,3.0,1,1,0.0,0.0,0.0,2,54,0.0,2.5
37,0,2,1,1,3,5,2,0,3,3,4,4,2,7491,4.0,0,17,3,4,0,12.0,3.0,4,6,5.0,1.0,2.0,0,51,1.1666666666666667,3.5
46,0,1,1,18,1,3,1,0,3,3,0,3,1,10527,5.0,0,11,3,4,0,28.0,3.0,2,2,2.0,1.0,2.0,2,33,2.0,2.5
41,0,2,2,2,5,1,2,0,3,4,3,1,1,16581,7.0,0,16,3,2,1,22.0,2.0,3,18,14.5,7.5,8.0,3,48,1.25,2.0
37,0,0,2,9,4,3,1,1,3,3,7,2,0,8834,1.0,0,13,3,4,1,9.0,4.5,3,9,5.0,7.0,7.0,0,39,1.3333333333333333,2.5
52,0,2,1,6,2,5,4,1,3,2,6,1,0,5577,3.0,1,12,3,2,2,18.0,3.0,3,10,9.0,6.0,9.0,0,36,1.8,2.5
32,1,0,2,11,4,4,4,1,4,2,7,3,1,4707,8.0,0,12,3,4,0,6.0,2.0,3,4,2.0,1.0,2.0,1,36,1.0,3.5
24,0,1,2,24,3,3,4,1,3,1,8,4,1,2400,0.0,0,13,3,3,2,3.0,3.0,3,2,2.0,2.0,1.0,2,39,1.5,3.5
38,0,2,1,10,3,3,3,0,3,2,0,3,1,9824,3.0,0,19,3,3,1,18.0,4.0,3,1,0.0,0.0,0.0,2,57,0.0,3.0
37,0,2,1,1,4,1,2,0,3,2,4,2,1,6447,6.0,0,12,3,2,1,8.0,2.0,2,6,5.0,4.0,3.0,0,36,1.3333333333333333,2.0
49,0,2,1,18,4,1,4,1,2,5,5,3,0,16581,1.0,1,17,3,3,1,28.5,4.5,3,18,9.0,0.0,9.0,3,51,1.0,3.25
24,0,2,1,23,3,3,2,1,4,1,6,4,1,2725,1.0,1,11,3,2,2,6.0,3.0,3,6,5.0,1.0,4.0,0,33,1.5,2.75
26,0,2,2,28,2,2,1,1,3,2,7,2,1,6272,1.0,0,20,4,4,2,6.0,4.5,4,5,3.0,1.0,4.0,1,80,1.4,2.75
24,0,2,1,17,2,4,4,1,2,1,2,2,1,2127,1.0,0,21,4,4,1,1.0,2.0,3,1,0.0,0.0,0.0,2,84,0.0,3.25
50,0,1,0,3,3,3,1,1,3,5,3,2,1,16581,1.0,0,11,3,3,1,28.5,2.0,3,18,5.0,7.5,7.0,3,33,0.6666666666666666,2.25
25,0,2,2,13,1,3,2,1,3,1,8,3,1,2096,1.0,0,11,3,3,0,7.0,1.0,3,7,4.0,0.0,6.0,0,33,1.4285714285714286,2.75
24,1,1,1,7,3,1,1,0,3,1,2,3,1,2886,1.0,1,16,3,4,1,6.0,4.0,3,6,3.0,1.0,2.0,0,48,0.8333333333333334,2.75
30,1,1,2,12,4,1,2,1,2,1,8,1,1,2033,1.0,0,18,3,3,1,1.0,2.0,4,1,0.0,0.0,0.0,2,54,0.0,2.5
34,0,2,1,1,2,1,2,1,2,1,6,4,1,3622,1.0,1,13,3,4,1,6.0,3.0,3,6,5.0,1.0,3.0,0,39,1.3333333333333333,3.25
31,1,2,2,13,4,3,2,1,3,2,7,1,0,4233,2.0,0,17,3,3,0,9.0,2.0,1,3,1.0,1.0,2.0,1,51,1.0,1.75
35,0,2,1,25,2,4,1,1,2,2,2,4,2,3681,4.0,0,14,3,4,0,9.0,3.0,3,3,2.0,0.0,2.0,1,42,1.3333333333333333,3.0
31,0,2,2,6,4,3,1,1,4,2,7,4,0,5460,4.0,0,22,4,4,2,13.0,4.0,4,7,7.0,5.0,7.0,0,88,2.0,3.25
27,0,2,1,6,4,3,1,0,2,1,6,3,0,2187,0.0,0,12,3,3,2,6.0,4.5,2,5,3.0,0.0,3.0,1,36,1.2,2.25
37,0,2,2,2,3,2,4,1,3,2,7,3,1,9602,4.0,1,11,3,3,1,17.0,3.0,2,3,0.0,1.0,0.0,1,33,0.0,3.0
20,0,2,1,1,3,1,4,0,2,1,6,2,2,2836,1.0,0,13,3,4,0,1.0,0.5,4,1,0.0,0.0,0.0,2,39,0.0,3.5
42,0,2,1,2,4,1,3,0,3,2,0,4,1,4089,1.0,0,13,3,2,2,10.0,4.0,3,10,2.0,2.0,2.0,0,39,0.4,3.0
43,0,2,1,6,4,4,2,1,2,4,5,4,0,16581,4.0,1,14,3,3,1,21.0,3.0,2,1,0.0,0.0,0.0,2,42,0.0,2.75
38,0,2,1,1,1,1,3,0,3,1,6,1,2,2619,3.0,0,17,3,4,0,8.0,3.0,2,0,0.0,0.0,0.0,2,51,1.25,2.5
43,0,1,1,9,5,3,4,1,3,2,2,3,0,5679,3.0,1,13,3,2,1,10.0,3.0,3,8,7.0,4.0,7.0,0,39,1.75,3.0
48,0,2,1,1,4,1,4,0,2,4,3,1,1,15402,7.0,0,11,3,1,1,21.0,3.0,1,3,2.0,0.0,2.0,1,33,1.3333333333333333,1.75
44,0,2,0,1,4,1,1,0,2,2,1,3,2,5985,4.0,0,11,3,2,0,10.0,1.0,4,2,2.0,0.0,2.0,2,33,2.0,2.5
